event_id,session_id,user_id,event_name,event_timestamp
E0000060,S000014,U00009,Search,2025-02-12T16:16:54
E0000061,S000014,U00009,Product View,2025-02-12T16:17:06
E0000062,S000014,U00009,Add to Cart,2025-02-12T16:17:28
E0000063,S000014,U00009,Cart View,2025-02-12T16:17:46
E0000064,S000014,U00009,Checkout Started,2025-02-12T16:18:02
E0000065,S000014,U00009,Payment Attempt,2025-02-12T16:18:22
E0000066,S000015,U00010,App Open,2025-05-08T15:35:30
E0000067,S000015,U00010,Search,2025-05-08T15:35:52
E0000068,S000015,U00010,Product View,2025-05-08T15:36:09
E0000069,S000015,U00010,Add to Cart,2025-05-08T15:36:27
E0000070,S000015,U00010,Cart View,2025-05-08T15:36:48
E0000071,S000016,U00011,App Open,2025-04-01T07:02:31
E0000072,S000016,U00011,Search,2025-04-01T07:02:54
E0000073,S000017,U00012,App Open,2025-05-25T18:55:30
E0000074,S000017,U00012,Search,2025-05-25T18:55:54
E0000075,S000017,U00012,Product View,2025-05-25T18:56:06
E0000076,S000017,U00012,Add to Cart,2025-05-25T18:56:28
E0000077,S000017,U00012,Cart View,2025-05-25T18:56:43
E0000078,S000018,U00012,App Open,2025-01-23T10:41:32
E0000079,S000018,U00012,Search,2025-01-23T10:41:50
E0000080,S000018,U00012,Product View,2025-01-23T10:42:07
E0000081,S000018,U00012,Add to Cart,2025-01-23T10:42:30
E0000082,S000018,U00012,Cart View,2025-01-23T10:42:47
E0000083,S000019,U00012,App Open,2025-02-27T22:55:32
E0000084,S000019,U00012,Search,2025-02-27T22:55:53
E0000085,S000019,U00012,Product View,2025-02-27T22:56:11
E0000086,S000019,U00012,Add to Cart,2025-02-27T22:56:28
E0000087,S000019,U00012,Cart View,2025-02-27T22:56:44
E0000088,S000019,U00012,Checkout Started,2025-02-27T22:57:00
E0000089,S000019,U00012,Payment Attempt,2025-02-27T22:57:23
E0000090,S000019,U00012,Order Completed,2025-02-27T22:57:38
E0000091,S000020,U00013,App Open,2025-05-15T21:33:37
E0000092,S000020,U00013,Search,2025-05-15T21:33:50
E0000093,S000020,U00013,Product View,2025-05-15T21:34:11
E0000094,S000020,U00013,Add to Cart,2025-05-15T21:34:24
E0000095,S000021,U00014,App Open,2025-03-16T12:17:33
E0000096,S000021,U00014,Search,2025-03-16T12:17:50
E0000097,S000022,U00014,App Open,2025-01-04T07:20:37
E0000098,S000022,U00014,Search,2025-01-04T07:20:53
E0000099,S000022,U00014,Product View,2025-01-04T07:21:09
E0000100,S000023,U00015,App Open,2025-06-17T12:11:32
E0000101,S000023,U00015,Search,2025-06-17T12:11:53
E0000102,S000023,U00015,Product View,2025-06-17T12:12:06
E0000103,S000024,U00016,App Open,2025-06-11T15:26:34
E0000104,S000024,U00016,Search,2025-06-11T15:26:49
E0000105,S000024,U00016,Product View,2025-06-11T15:27:08
E0000106,S000024,U00016,Add to Cart,2025-06-11T15:27:27
E0000107,S000024,U00016,Cart View,2025-06-11T15:27:49
E0000108,S000024,U00016,Checkout Started,2025-06-11T15:28:05
E0000109,S000024,U00016,Payment Attempt,2025-06-11T15:28:22
E0000110,S000024,U00016,Order Completed,2025-06-11T15:28:42
E0000111,S000025,U00016,App Open,2025-01-26T08:17:35
E0000112,S000025,U00016,Search,2025-01-26T08:17:51
E0000113,S000025,U00016,Product View,2025-01-26T08:18:08
E0000114,S000026,U00017,App Open,2025-01-12T15:27:33
E0000115,S000026,U00017,Search,2025-01-12T15:27:49
E0000116,S000026,U00017,Product View,2025-01-12T15:28:06
E0000117,S000026,U00017,Add to Cart,2025-01-12T15:28:30
E0000118,S000026,U00017,Cart View,2025-01-12T15:28:49
E0000119,S000026,U00017,Checkout Started,2025-01-12T15:29:04
E0000120,S000026,U00017,Payment Attempt,2025-01-12T15:29:19
E0000121,S000027,U00018,App Open,2025-06-09T18:00:36
E0000122,S000027,U00018,Search,2025-06-09T18:00:48
E0000123,S000028,U00019,App Open,2025-01-26T21:59:35
E0000124,S000028,U00019,Search,2025-01-26T21:59:51
E0000125,S000028,U00019,Product View,2025-01-26T22:00:07
E0000126,S000028,U00019,Add to Cart,2025-01-26T22:00:28
E0000127,S000028,U00019,Cart View,2025-01-26T22:00:49
E0000128,S000028,U00019,Checkout Started,2025-01-26T22:01:01
E0000129,S000028,U00019,Payment Attempt,2025-01-26T22:01:22
E0000130,S000028,U00019,Order Completed,2025-01-26T22:01:38
E0000131,S000029,U00019,App Open,2025-03-06T15:11:36
E0000132,S000030,U00020,App Open,2025-02-14T10:50:33
E0000133,S000030,U00020,Search,2025-02-14T10:50:48
E0000134,S000030,U00020,Product View,2025-02-14T10:51:10
E0000135,S000030,U00020,Add to Cart,2025-02-14T10:51:26
E0000136,S000030,U00020,Cart View,2025-02-14T10:51:49
E0000137,S000030,U00020,Checkout Started,2025-02-14T10:52:05
E0000138,S000030,U00020,Payment Attempt,2025-02-14T10:52:24
E0000139,S000030,U00020,Order Completed,2025-02-14T10:52:36
E0000140,S000031,U00020,App Open,2025-01-28T19:43:31
E0000141,S000031,U00020,Search,2025-01-28T19:43:55
E0000142,S000031,U00020,Product View,2025-01-28T19:44:09
E0000143,S000032,U00020,App Open,2025-03-24T17:34:35
E0000144,S000032,U00020,Search,2025-03-24T17:34:51
E0000145,S000032,U00020,Product View,2025-03-24T17:35:08
E0000146,S000032,U00020,Add to Cart,2025-03-24T17:35:26
E0000147,S000032,U00020,Cart View,2025-03-24T17:35:47
E0000148,S000032,U00020,Checkout Started,2025-03-24T17:36:01
E0000149,S000033,U00021,App Open,2025-04-12T10:05:36
E0000150,S000033,U00021,Search,2025-04-12T10:05:49
E0000151,S000033,U00021,Product View,2025-04-12T10:06:08
E0000152,S000033,U00021,Add to Cart,2025-04-12T10:06:27
E0000153,S000033,U00021,Cart View,2025-04-12T10:06:47
E0000154,S000033,U00021,Checkout Started,2025-04-12T10:07:05
E0000155,S000033,U00021,Payment Attempt,2025-04-12T10:07:24
E0000156,S000033,U00021,Order Completed,2025-04-12T10:07:40
E0000157,S000034,U00021,App Open,2025-05-30T07:37:33
E0000158,S000034,U00021,Search,2025-05-30T07:37:50
E0000159,S000034,U00021,Product View,2025-05-30T07:38:12
E0000160,S000034,U00021,Add to Cart,2025-05-30T07:38:27
E0000161,S000034,U00021,Cart View,2025-05-30T07:38:46
E0000162,S000034,U00021,Checkout Started,2025-05-30T07:39:02
E0000163,S000034,U00021,Payment Attempt,2025-05-30T07:39:22
E0000164,S000034,U00021,Order Completed,2025-05-30T07:39:37
E0000165,S000035,U00022,App Open,2025-06-20T09:58:35
E0000166,S000035,U00022,Search,2025-06-20T09:58:50
E0000167,S000036,U00023,App Open,2025-04-17T08:09:31
E0000168,S000036,U00023,Search,2025-04-17T08:09:55
E0000169,S000036,U00023,Product View,2025-04-17T08:10:09
E0000170,S000036,U00023,Add to Cart,2025-04-17T08:10:29
E0000171,S000036,U00023,Cart View,2025-04-17T08:10:47
E0000172,S000036,U00023,Checkout Started,2025-04-17T08:11:00
E0000173,S000036,U00023,Payment Attempt,2025-04-17T08:11:20
E0000174,S000036,U00023,Order Completed,2025-04-17T08:11:41
E0000175,S000037,U00023,App Open,2025-03-27T17:30:36
E0000176,S000037,U00023,Search,2025-03-27T17:30:55
E0000177,S000037,U00023,Product View,2025-03-27T17:31:13
E0000178,S000038,U00024,App Open,2025-05-04T11:18:30
E0000179,S000038,U00024,Search,2025-05-04T11:18:53
E0000180,S000038,U00024,Product View,2025-05-04T11:19:08
E0000181,S000039,U00024,App Open,2025-06-11T13:07:32
E0000182,S000039,U00024,Search,2025-06-11T13:07:53
E0000183,S000039,U00024,Product View,2025-06-11T13:08:07
E0000184,S000039,U00024,Add to Cart,2025-06-11T13:08:31
E0000185,S000039,U00024,Cart View,2025-06-11T13:08:48
E0000186,S000040,U00025,App Open,2025-01-29T09:23:30
E0000187,S000040,U00025,Search,2025-01-29T09:23:55
E0000188,S000040,U00025,Product View,2025-01-29T09:24:09
E0000189,S000040,U00025,Add to Cart,2025-01-29T09:24:24
E0000190,S000040,U00025,Cart View,2025-01-29T09:24:43
E0000191,S000040,U00025,Checkout Started,2025-01-29T09:25:04
E0000192,S000040,U00025,Payment Attempt,2025-01-29T09:25:20
E0000193,S000040,U00025,Order Completed,2025-01-29T09:25:42
E0000194,S000041,U00025,App Open,2025-05-25T13:59:34
E0000195,S000041,U00025,Search,2025-05-25T13:59:48
E0000196,S000041,U00025,Product View,2025-05-25T14:00:10
E0000197,S000041,U00025,Add to Cart,2025-05-25T14:00:27
E0000198,S000041,U00025,Cart View,2025-05-25T14:00:42
E0000199,S000041,U00025,Checkout Started,2025-05-25T14:01:06
E0000200,S000041,U00025,Payment Attempt,2025-05-25T14:01:21
E0000201,S000041,U00025,Order Completed,2025-05-25T14:01:36
E0000202,S000042,U00025,App Open,2025-03-07T18:55:33
E0000203,S000042,U00025,Search,2025-03-07T18:55:54
E0000204,S000042,U00025,Product View,2025-03-07T18:56:13
E0000205,S000043,U00026,App Open,2025-01-11T17:53:32
E0000206,S000043,U00026,Search,2025-01-11T17:53:49
E0000207,S000044,U00027,App Open,2025-03-14T16:35:32
E0000208,S000044,U00027,Search,2025-03-14T16:35:52
E0000209,S000044,U00027,Product View,2025-03-14T16:36:08
E0000210,S000044,U00027,Add to Cart,2025-03-14T16:36:28
E0000211,S000044,U00027,Cart View,2025-03-14T16:36:44
E0000212,S000045,U00028,App Open,2025-05-24T16:08:36
E0000213,S000045,U00028,Search,2025-05-24T16:08:52
E0000214,S000045,U00028,Product View,2025-05-24T16:09:09
E0000215,S000046,U00028,App Open,2025-05-08T16:49:37
E0000216,S000046,U00028,Search,2025-05-08T16:49:48
E0000217,S000046,U00028,Product View,2025-05-08T16:50:13
E0000218,S000046,U00028,Add to Cart,2025-05-08T16:50:25
E0000219,S000046,U00028,Cart View,2025-05-08T16:50:44
E0000220,S000046,U00028,Checkout Started,2025-05-08T16:51:05
E0000221,S000047,U00029,App Open,2025-02-13T19:22:33
E0000222,S000047,U00029,Search,2025-02-13T19:22:55
E0000223,S000047,U00029,Product View,2025-02-13T19:23:10
E0000224,S000048,U00029,App Open,2025-04-01T10:38:37
E0000225,S000048,U00029,Search,2025-04-01T10:38:53
E0000226,S000048,U00029,Product View,2025-04-01T10:39:10
E0000227,S000048,U00029,Add to Cart,2025-04-01T10:39:28
E0000228,S000048,U00029,Cart View,2025-04-01T10:39:46
E0000229,S000048,U00029,Checkout Started,2025-04-01T10:40:01
E0000230,S000048,U00029,Payment Attempt,2025-04-01T10:40:21
E0000231,S000048,U00029,Order Completed,2025-04-01T10:40:37
E0000232,S000049,U00030,App Open,2025-05-21T17:25:32
E0000233,S000049,U00030,Search,2025-05-21T17:25:54
E0000234,S000049,U00030,Product View,2025-05-21T17:26:13
E0000235,S000050,U00030,App Open,2025-03-05T15:04:36
E0000236,S000050,U00030,Search,2025-03-05T15:04:55
E0000237,S000050,U00030,Product View,2025-03-05T15:05:12
E0000238,S000050,U00030,Add to Cart,2025-03-05T15:05:31
E0000239,S000050,U00030,Cart View,2025-03-05T15:05:48
E0000240,S000050,U00030,Checkout Started,2025-03-05T15:06:05
E0000241,S000050,U00030,Payment Attempt,2025-03-05T15:06:19
E0000242,S000050,U00030,Order Completed,2025-03-05T15:06:43
E0000243,S000051,U00030,App Open,2025-01-17T11:24:34
E0000244,S000051,U00030,Search,2025-01-17T11:24:51
E0000245,S000051,U00030,Product View,2025-01-17T11:25:09
E0000246,S000051,U00030,Add to Cart,2025-01-17T11:25:31
E0000247,S000052,U00031,App Open,2025-02-06T12:08:31
E0000248,S000052,U00031,Search,2025-02-06T12:08:54
E0000249,S000053,U00031,App Open,2025-05-21T20:14:35
E0000250,S000053,U00031,Search,2025-05-21T20:14:53
E0000251,S000053,U00031,Product View,2025-05-21T20:15:12
E0000252,S000053,U00031,Add to Cart,2025-05-21T20:15:30
E0000253,S000053,U00031,Cart View,2025-05-21T20:15:45
E0000254,S000054,U00032,App Open,2025-04-03T07:58:35
E0000255,S000054,U00032,Search,2025-04-03T07:58:51
E0000256,S000054,U00032,Product View,2025-04-03T07:59:12
E0000257,S000054,U00032,Add to Cart,2025-04-03T07:59:25
E0000258,S000054,U00032,Cart View,2025-04-03T07:59:49
E0000259,S000054,U00032,Checkout Started,2025-04-03T08:00:01
E0000260,S000054,U00032,Payment Attempt,2025-04-03T08:00:19
E0000261,S000054,U00032,Order Completed,2025-04-03T08:00:39
E0000262,S000055,U00033,App Open,2025-05-24T13:00:31
E0000263,S000056,U00034,App Open,2025-06-14T18:25:36
E0000264,S000056,U00034,Search,2025-06-14T18:25:55
E0000265,S000056,U00034,Product View,2025-06-14T18:26:10
E0000266,S000057,U00034,App Open,2025-01-20T10:20:37
E0000267,S000057,U00034,Search,2025-01-20T10:20:54
E0000268,S000057,U00034,Product View,2025-01-20T10:21:13
E0000269,S000057,U00034,Add to Cart,2025-01-20T10:21:31
E0000270,S000057,U00034,Cart View,2025-01-20T10:21:49
E0000271,S000058,U00034,App Open,2025-03-15T11:03:36
E0000272,S000058,U00034,Search,2025-03-15T11:03:54
E0000273,S000059,U00035,App Open,2025-03-05T13:35:35
E0000274,S000059,U00035,Search,2025-03-05T13:35:53
E0000275,S000059,U00035,Product View,2025-03-05T13:36:13
E0000276,S000059,U00035,Add to Cart,2025-03-05T13:36:25
E0000277,S000059,U00035,Cart View,2025-03-05T13:36:42
E0000278,S000059,U00035,Checkout Started,2025-03-05T13:37:04
E0000279,S000059,U00035,Payment Attempt,2025-03-05T13:37:18
E0000280,S000059,U00035,Order Completed,2025-03-05T13:37:39
E0000281,S000060,U00035,App Open,2025-04-05T16:46:35
E0000282,S000060,U00035,Search,2025-04-05T16:46:50
E0000283,S000060,U00035,Product View,2025-04-05T16:47:08
E0000284,S000060,U00035,Add to Cart,2025-04-05T16:47:27
E0000285,S000060,U00035,Cart View,2025-04-05T16:47:42
E0000286,S000061,U00036,App Open,2025-05-01T14:02:31
E0000287,S000061,U00036,Search,2025-05-01T14:02:50
E0000288,S000061,U00036,Product View,2025-05-01T14:03:10
E0000289,S000061,U00036,Add to Cart,2025-05-01T14:03:24
E0000290,S000061,U00036,Cart View,2025-05-01T14:03:44
E0000291,S000061,U00036,Checkout Started,2025-05-01T14:04:03
E0000292,S000061,U00036,Payment Attempt,2025-05-01T14:04:22
E0000293,S000061,U00036,Order Completed,2025-05-01T14:04:38
E0000294,S000062,U00036,App Open,2025-03-19T18:36:37
E0000295,S000062,U00036,Search,2025-03-19T18:36:55
E0000296,S000062,U00036,Product View,2025-03-19T18:37:12
E0000297,S000062,U00036,Add to Cart,2025-03-19T18:37:31
E0000298,S000062,U00036,Cart View,2025-03-19T18:37:43
E0000299,S000062,U00036,Checkout Started,2025-03-19T18:38:07
E0000300,S000062,U00036,Payment Attempt,2025-03-19T18:38:18
E0000301,S000063,U00037,App Open,2025-05-28T20:49:32
E0000302,S000063,U00037,Search,2025-05-28T20:49:50
E0000303,S000063,U00037,Product View,2025-05-28T20:50:09
E0000304,S000063,U00037,Add to Cart,2025-05-28T20:50:26
E0000305,S000063,U00037,Cart View,2025-05-28T20:50:47
E0000306,S000063,U00037,Checkout Started,2025-05-28T20:51:07
E0000307,S000063,U00037,Payment Attempt,2025-05-28T20:51:23
E0000308,S000064,U00038,App Open,2025-02-09T11:57:35
E0000309,S000064,U00038,Search,2025-02-09T11:57:55
E0000310,S000064,U00038,Product View,2025-02-09T11:58:08
E0000311,S000065,U00039,App Open,2025-02-09T18:10:34
E0000312,S000065,U00039,Search,2025-02-09T18:10:50
E0000313,S000065,U00039,Product View,2025-02-09T18:11:07
E0000314,S000065,U00039,Add to Cart,2025-02-09T18:11:28
E0000315,S000065,U00039,Cart View,2025-02-09T18:11:46
E0000316,S000065,U00039,Checkout Started,2025-02-09T18:12:05
E0000317,S000065,U00039,Payment Attempt,2025-02-09T18:12:21
E0000318,S000066,U00040,App Open,2025-05-15T17:48:36
E0000319,S000066,U00040,Search,2025-05-15T17:48:50
E0000320,S000066,U00040,Product View,2025-05-15T17:49:08
E0000321,S000066,U00040,Add to Cart,2025-05-15T17:49:30
E0000322,S000066,U00040,Cart View,2025-05-15T17:49:43
E0000323,S000066,U00040,Checkout Started,2025-05-15T17:50:02
E0000324,S000066,U00040,Payment Attempt,2025-05-15T17:50:21
E0000325,S000066,U00040,Order Completed,2025-05-15T17:50:36
E0000326,S000067,U00040,App Open,2025-01-22T13:01:30
E0000327,S000067,U00040,Search,2025-01-22T13:01:50
E0000328,S000067,U00040,Product View,2025-01-22T13:02:06
E0000329,S000068,U00040,App Open,2025-02-08T17:34:34
E0000330,S000068,U00040,Search,2025-02-08T17:34:52
E0000331,S000068,U00040,Product View,2025-02-08T17:35:10
E0000332,S000069,U00041,App Open,2025-05-24T12:40:37
E0000333,S000069,U00041,Search,2025-05-24T12:40:48
E0000334,S000069,U00041,Product View,2025-05-24T12:41:09
E0000335,S000069,U00041,Add to Cart,2025-05-24T12:41:31
E0000336,S000069,U00041,Cart View,2025-05-24T12:41:44
E0000337,S000070,U00042,App Open,2025-01-21T19:03:30
E0000338,S000070,U00042,Search,2025-01-21T19:03:50
E0000339,S000070,U00042,Product View,2025-01-21T19:04:13
E0000340,S000070,U00042,Add to Cart,2025-01-21T19:04:27
E0000341,S000070,U00042,Cart View,2025-01-21T19:04:45
E0000342,S000070,U00042,Checkout Started,2025-01-21T19:05:00
E0000343,S000070,U00042,Payment Attempt,2025-01-21T19:05:23
E0000344,S000070,U00042,Order Completed,2025-01-21T19:05:37
E0000345,S000071,U00042,App Open,2025-05-05T20:15:36
E0000346,S000071,U00042,Search,2025-05-05T20:15:54
E0000347,S000071,U00042,Product View,2025-05-05T20:16:09
E0000348,S000071,U00042,Add to Cart,2025-05-05T20:16:28
E0000349,S000072,U00043,App Open,2025-03-04T12:25:33
E0000350,S000073,U00043,App Open,2025-04-29T11:56:33
E0000351,S000073,U00043,Search,2025-04-29T11:56:52
E0000352,S000073,U00043,Product View,2025-04-29T11:57:13
E0000353,S000074,U00043,App Open,2025-01-26T12:58:36
E0000354,S000074,U00043,Search,2025-01-26T12:58:49
E0000355,S000074,U00043,Product View,2025-01-26T12:59:08
E0000356,S000074,U00043,Add to Cart,2025-01-26T12:59:24
E0000357,S000074,U00043,Cart View,2025-01-26T12:59:43
E0000358,S000075,U00044,App Open,2025-06-03T22:53:32
E0000359,S000075,U00044,Search,2025-06-03T22:53:50
E0000360,S000075,U00044,Product View,2025-06-03T22:54:12
E0000361,S000076,U00045,App Open,2025-04-08T17:45:32
E0000362,S000076,U00045,Search,2025-04-08T17:45:49
E0000363,S000076,U00045,Product View,2025-04-08T17:46:12
E0000364,S000076,U00045,Add to Cart,2025-04-08T17:46:26
E0000365,S000076,U00045,Cart View,2025-04-08T17:46:43
E0000366,S000077,U00045,App Open,2025-04-01T07:57:37
E0000367,S000077,U00045,Search,2025-04-01T07:57:48
E0000368,S000077,U00045,Product View,2025-04-01T07:58:13
E0000369,S000077,U00045,Add to Cart,2025-04-01T07:58:27
E0000370,S000077,U00045,Cart View,2025-04-01T07:58:47
E0000371,S000077,U00045,Checkout Started,2025-04-01T07:59:01
E0000372,S000077,U00045,Payment Attempt,2025-04-01T07:59:22
E0000373,S000077,U00045,Order Completed,2025-04-01T07:59:36
E0000374,S000078,U00046,App Open,2025-02-05T22:43:37
E0000375,S000078,U00046,Search,2025-02-05T22:43:54
E0000376,S000078,U00046,Product View,2025-02-05T22:44:11
E0000377,S000078,U00046,Add to Cart,2025-02-05T22:44:26
E0000378,S000078,U00046,Cart View,2025-02-05T22:44:45
E0000379,S000079,U00047,App Open,2025-04-04T20:44:35
E0000380,S000079,U00047,Search,2025-04-04T20:44:52
E0000381,S000079,U00047,Product View,2025-04-04T20:45:11
E0000382,S000079,U00047,Add to Cart,2025-04-04T20:45:27
E0000383,S000079,U00047,Cart View,2025-04-04T20:45:49
E0000384,S000079,U00047,Checkout Started,2025-04-04T20:46:06
E0000385,S000079,U00047,Payment Attempt,2025-04-04T20:46:19
E0000386,S000079,U00047,Order Completed,2025-04-04T20:46:43
E0000387,S000080,U00048,App Open,2025-02-03T22:55:32
E0000388,S000080,U00048,Search,2025-02-03T22:55:52
E0000389,S000080,U00048,Product View,2025-02-03T22:56:08
E0000390,S000080,U00048,Add to Cart,2025-02-03T22:56:31
E0000391,S000080,U00048,Cart View,2025-02-03T22:56:47
E0000392,S000080,U00048,Checkout Started,2025-02-03T22:57:00
E0000393,S000080,U00048,Payment Attempt,2025-02-03T22:57:20
E0000394,S000080,U00048,Order Completed,2025-02-03T22:57:38
E0000395,S000081,U00048,App Open,2025-01-27T07:36:37
E0000396,S000082,U00049,App Open,2025-05-06T08:32:36
E0000397,S000082,U00049,Search,2025-05-06T08:32:54
E0000398,S000082,U00049,Product View,2025-05-06T08:33:11
E0000399,S000083,U00049,App Open,2025-04-26T19:20:35
E0000400,S000083,U00049,Search,2025-04-26T19:20:55
E0000401,S000083,U00049,Product View,2025-04-26T19:21:10
E0000402,S000083,U00049,Add to Cart,2025-04-26T19:21:30
E0000403,S000083,U00049,Cart View,2025-04-26T19:21:48
E0000404,S000083,U00049,Checkout Started,2025-04-26T19:22:03
E0000405,S000083,U00049,Payment Attempt,2025-04-26T19:22:24
E0000406,S000083,U00049,Order Completed,2025-04-26T19:22:43
E0000407,S000084,U00049,App Open,2025-01-22T19:20:33
E0000408,S000084,U00049,Search,2025-01-22T19:20:50
E0000409,S000084,U00049,Product View,2025-01-22T19:21:08
E0000410,S000084,U00049,Add to Cart,2025-01-22T19:21:26
E0000411,S000084,U00049,Cart View,2025-01-22T19:21:47
E0000412,S000084,U00049,Checkout Started,2025-01-22T19:22:06
E0000413,S000084,U00049,Payment Attempt,2025-01-22T19:22:21
E0000414,S000084,U00049,Order Completed,2025-01-22T19:22:43
E0000415,S000085,U00050,App Open,2025-06-21T11:26:35
E0000416,S000085,U00050,Search,2025-06-21T11:26:55
E0000417,S000085,U00050,Product View,2025-06-21T11:27:12
E0000418,S000085,U00050,Add to Cart,2025-06-21T11:27:26
E0000419,S000085,U00050,Cart View,2025-06-21T11:27:48
E0000420,S000085,U00050,Checkout Started,2025-06-21T11:28:03
E0000421,S000085,U00050,Payment Attempt,2025-06-21T11:28:18
E0000422,S000085,U00050,Order Completed,2025-06-21T11:28:36
E0000423,S000086,U00050,App Open,2025-02-07T12:52:31
E0000424,S000086,U00050,Search,2025-02-07T12:52:51
E0000425,S000086,U00050,Product View,2025-02-07T12:53:13
E0000426,S000086,U00050,Add to Cart,2025-02-07T12:53:30
E0000427,S000086,U00050,Cart View,2025-02-07T12:53:43
E0000428,S000086,U00050,Checkout Started,2025-02-07T12:54:01
E0000429,S000086,U00050,Payment Attempt,2025-02-07T12:54:20
E0000430,S000086,U00050,Order Completed,2025-02-07T12:54:39
E0000431,S000087,U00051,App Open,2025-04-01T13:35:32
E0000432,S000087,U00051,Search,2025-04-01T13:35:53
E0000433,S000087,U00051,Product View,2025-04-01T13:36:11
E0000434,S000088,U00052,App Open,2025-03-27T09:22:33
E0000435,S000088,U00052,Search,2025-03-27T09:22:53
E0000436,S000088,U00052,Product View,2025-03-27T09:23:08
E0000437,S000088,U00052,Add to Cart,2025-03-27T09:23:28
E0000438,S000088,U00052,Cart View,2025-03-27T09:23:42
E0000439,S000088,U00052,Checkout Started,2025-03-27T09:24:03
E0000440,S000088,U00052,Payment Attempt,2025-03-27T09:24:21
E0000441,S000088,U00052,Order Completed,2025-03-27T09:24:37
E0000442,S000089,U00053,App Open,2025-04-07T20:17:32
E0000443,S000090,U00053,App Open,2025-01-02T15:53:35
E0000444,S000090,U00053,Search,2025-01-02T15:53:55
E0000445,S000090,U00053,Product View,2025-01-02T15:54:11
E0000446,S000090,U00053,Add to Cart,2025-01-02T15:54:27
E0000447,S000090,U00053,Cart View,2025-01-02T15:54:42
E0000448,S000090,U00053,Checkout Started,2025-01-02T15:55:07
E0000449,S000090,U00053,Payment Attempt,2025-01-02T15:55:23
E0000450,S000090,U00053,Order Completed,2025-01-02T15:55:36
E0000451,S000091,U00054,App Open,2025-03-01T12:49:30
